Date,Value
08-21-17,
08-20-17,2.0085000000000002
08-19-17,2.0085000000000002
08-18-17,2.0062000000000002
08-17-17,1.9744999999999999
08-16-17,1.9775
08-15-17,1.9749000000000001
08-14-17,1.9953000000000001
08-13-17,1.9953000000000001
08-12-17,1.9953000000000001
08-11-17,1.9988999999999999
08-10-17,1.9683999999999999
08-09-17,1.9655
08-08-17,1.9605999999999999
08-07-17,1.9630000000000001
08-06-17,1.9635
08-05-17,1.9635
08-04-17,1.9679
08-03-17,1.9635
08-02-17,1.9604999999999999
08-01-17,1.9661
07-31-17,1.9637
07-30-17,1.9636
07-29-17,1.9636
07-28-17,1.9609000000000001
07-27-17,1.9560999999999999
07-26-17,1.9542999999999999
07-25-17,1.9612000000000001
07-24-17,1.9539
07-23-17,1.9537
07-22-17,1.9537
07-21-17,1.9532
07-20-17,1.9515
07-19-17,1.9630000000000001
07-18-17,1.9632000000000001
07-17-17,1.9631000000000001
07-16-17,1.9631000000000001
07-15-17,1.9631000000000001
07-14-17,1.9713000000000001
07-13-17,1.9748000000000001
07-12-17,1.9893000000000001
07-11-17,1.9891000000000001
07-10-17,1.9905999999999999
07-09-17,1.9905999999999999
07-08-17,1.9905999999999999
07-07-17,2.0047000000000001
07-06-17,1.9873000000000001
07-05-17,1.9910000000000001
07-04-17,1.9802999999999999
07-03-17,1.9938
07-02-17,1.9938
07-01-17,1.9938
06-30-17,1.9968999999999999
06-29-17,1.9832000000000001
06-28-17,2.0030000000000001
06-27-17,1.986
06-26-17,1.9863
06-25-17,1.9863
06-24-17,1.9861
06-23-17,1.9915
06-22-17,1.9932000000000001
06-21-17,1.992
06-20-17,1.9774
06-19-17,1.9944
06-18-17,1.9906999999999999
06-17-17,1.9906999999999999
06-16-17,1.9906999999999999
06-15-17,1.9842
06-14-17,1.9790000000000001
06-13-17,1.9895
06-12-17,1.9871000000000001
06-11-17,1.9871000000000001
06-10-17,1.9873000000000001
06-09-17,1.9850000000000001
06-08-17,1.9885999999999999
06-07-17,1.9910000000000001
06-06-17,1.9855
06-05-17,1.982
06-04-17,1.982
06-03-17,1.982
06-02-17,1.9891000000000001
06-01-17,2.0074000000000001
05-31-17,2.0062000000000002
