Date,Value
08-21-17,
08-18-17,117.658
08-17-17,118.044
08-16-17,117.82599999999999
08-15-17,118.242
08-14-17,117.886
08-11-17,117.729
08-10-17,117.952
08-09-17,118.03100000000001
08-08-17,118.015
08-04-17,118.047
08-03-17,117.599
08-02-17,117.627
08-01-17,117.69
07-31-17,117.468
07-28-17,117.702
07-26-17,117.687
07-25-17,118.21
07-24-17,118.072
07-21-17,118.10299999999999
07-20-17,118.167
07-19-17,118.437
07-18-17,118.32
07-17-17,118.864
07-14-17,118.819
07-13-17,119.396
07-12-17,119.571
07-11-17,120.014
07-10-17,120.14700000000001
07-07-17,120.255
07-06-17,120.377
07-05-17,120.584
07-03-17,120.432
06-30-17,119.889
06-29-17,119.943
06-28-17,120.002
06-27-17,120.57599999999999
06-26-17,120.82
06-23-17,120.91500000000001
06-22-17,121.101
06-21-17,121.30800000000001
06-20-17,121.226
06-19-17,120.779
06-16-17,120.499
06-15-17,120.745
06-14-17,120.19
06-13-17,120.441
06-12-17,120.657
06-09-17,120.849
06-08-17,120.752
06-06-17,120.377
06-05-17,120.81399999999999
06-02-17,120.764
06-01-17,120.991
05-31-17,120.94
05-30-17,121.26600000000001
05-26-17,121.218
05-25-17,121.184
05-24-17,121.111
05-23-17,121.494
05-22-17,121.29
05-19-17,121.452
05-18-17,122.084
05-17-17,121.557
05-16-17,121.82899999999999
05-15-17,122.316
05-12-17,122.673
05-11-17,122.934
05-10-17,123.11199999999999
05-09-17,123.31
05-08-17,123.033
05-05-17,122.538
05-04-17,122.721
05-03-17,122.751
05-02-17,122.40900000000001
05-01-17,122.50700000000001
04-28-17,122.5
04-27-17,122.651
04-26-17,122.60299999999999
04-25-17,122.208
04-24-17,122.06
04-21-17,122.443
04-20-17,122.446
04-19-17,122.523
04-18-17,122.08799999999999
04-17-17,122.238
04-13-17,122.486
04-12-17,122.295
04-11-17,122.85599999999999
04-10-17,123.001
04-07-17,123.081
04-06-17,122.934
04-05-17,122.901
04-04-17,122.777
04-03-17,122.604
03-31-17,122.55200000000001
03-30-17,122.44
03-29-17,122.072
03-28-17,122.256
03-27-17,121.884
03-24-17,122.137
03-23-17,122.268
03-22-17,122.26
03-21-17,122.37
03-20-17,122.63500000000001
03-17-17,122.771
03-16-17,122.907
03-15-17,123.13500000000001
03-14-17,124.321
03-13-17,124.099
03-10-17,124.146
03-09-17,124.67400000000001
03-08-17,124.446
03-07-17,123.974
03-06-17,124.056
03-03-17,123.81699999999999
03-02-17,124.437
03-01-17,123.872
02-28-17,123.79
02-27-17,123.505
02-24-17,123.57599999999999
02-23-17,123.43300000000001
02-22-17,123.94
02-21-17,124.142
02-17-17,123.815
02-16-17,123.51300000000001
02-15-17,123.758
02-14-17,123.825
02-13-17,123.887
02-10-17,123.77800000000001
02-09-17,123.806
02-08-17,123.637
02-07-17,123.964
02-06-17,123.41200000000001
02-03-17,123.258
02-02-17,123.551
02-01-17,124.07299999999999
01-31-17,124.004
01-30-17,124.398
01-27-17,124.27
01-26-17,124.398
01-25-17,124.295
01-24-17,124.764
01-23-17,124.568
01-20-17,125.346
01-19-17,125.764
01-18-17,125.676
01-17-17,124.60299999999999
01-13-17,125.246
01-12-17,125.583
01-11-17,126.117
01-10-17,126.16800000000001
01-09-17,126.13800000000001
01-06-17,125.964
01-05-17,125.426
01-04-17,126.455
01-03-17,126.858
12-29-16,126.29900000000001
12-28-16,126.825
12-27-16,126.554
12-23-16,127.002
12-22-16,127.312
12-21-16,127.06399999999999
12-20-16,127.13
12-19-16,127.042
12-16-16,126.886
12-15-16,126.836
12-14-16,126.131
12-13-16,125.247
12-12-16,125.191
12-09-16,125.68600000000001
12-08-16,125.26600000000001
12-07-16,124.94499999999999
12-06-16,125.235
12-05-16,125.285
12-02-16,125.58499999999999
12-01-16,125.872
11-30-16,125.84
11-29-16,125.79300000000001
11-28-16,125.867
11-25-16,126.378
11-23-16,126.246
11-22-16,125.63800000000001
11-21-16,125.496
11-18-16,125.929
11-17-16,125.48699999999999
11-16-16,124.898
11-15-16,124.724
11-14-16,125.057
11-10-16,123.76
11-09-16,122.758
11-08-16,120.952
11-07-16,121.20699999999999
11-04-16,121.10299999999999
11-03-16,121.53
11-02-16,121.536
11-01-16,121.617
10-31-16,121.69199999999999
10-28-16,121.812
10-27-16,121.946
10-26-16,121.511
10-25-16,121.358
10-24-16,121.52500000000001
10-21-16,121.437
10-20-16,120.947
10-19-16,120.496
10-18-16,120.66200000000001
10-17-16,120.971
10-14-16,121.107
10-13-16,120.851
10-12-16,121.044
10-11-16,120.848
10-06-16,120.386
10-05-16,120.11199999999999
10-04-16,120.214
10-03-16,119.724
09-30-16,119.75
09-29-16,119.783
09-28-16,119.53700000000001
09-27-16,119.64700000000001
09-26-16,119.892
09-23-16,119.858
09-22-16,119.49299999999999
09-21-16,119.78400000000001
09-20-16,120.301
09-19-16,120.191
09-16-16,120.306
09-15-16,119.78700000000001
09-14-16,119.82899999999999
09-13-16,119.764
09-12-16,119.129
09-09-16,119.253
09-08-16,119.191
09-07-16,118.854
09-06-16,118.83199999999999
09-02-16,119.895
09-01-16,120.08
08-31-16,120.249
08-30-16,120.262
08-29-16,119.904
08-26-16,119.86799999999999
08-25-16,119.235
08-24-16,119.38
08-23-16,119.233
08-22-16,119.102
08-19-16,118.86799999999999
08-18-16,118.419
08-17-16,118.732
08-16-16,118.65900000000001
08-15-16,119.21599999999999
08-12-16,119.49
08-11-16,119.532
08-10-16,119.553
08-09-16,120.056
08-08-16,120.378
08-05-16,120.514
08-04-16,120.23
08-03-16,120.214
08-02-16,119.98699999999999
08-01-16,120.369
07-29-16,120.13200000000001
07-28-16,121.167
07-27-16,121.295
