Date,Open,High,Low,Value
02-02-17,656.64,662.36,654.16999999999996,662.23
02-01-17,663.92,663.92,654.14,656.08
01-31-17,658.44,669.1,658.24,668.87
01-30-17,658.08,660.24,654.46,658
01-27-17,657.95,659.57,656.04,657.7
01-26-17,655.16999999999996,658.54,653.13,655.87
01-25-17,654.30999999999995,655.96,652.24,655.38
01-24-17,655.01,657.31,653.5,655.21
01-23-17,659.01,660.59,654.20000000000005,654.98
01-20-17,658.39,660.82,654.64,658.37
01-19-17,660.98,663.56,656.28,657.89
01-18-17,663.56,666.58,662.38,663.56
01-17-17,658.58,665.9,658.41,664.49
01-13-17,657.05,658.19,652.41,656.78
01-12-17,656.56,658.77,653.61,657.77
01-11-17,651.02,657.88,650.89,657.06
01-10-17,652.94000000000005,653.20000000000005,648.34,651.14
01-09-17,661.8,663.62,652.6,653.19000000000005
01-06-17,658.54,663.12,656.73,661.56
01-05-17,659.18,662.06,653.38,659.85
01-04-17,658.3,663.22,657,659.28
01-03-17,660.03,660.03,653.04,657.32
12-30-16,663.33,664.58,657.58,659.61
12-29-16,656.06,664.11,655.55,662.93
12-28-16,660.35,660.84,653.69000000000005,654.62
12-27-16,659.71,662.52,657.73,661
12-23-16,661.15,662.3,658.43,660.81
12-22-16,658.12,661.65,656.88,660.52
12-21-16,660.78,663.96,658.22,658.35
12-20-16,659.63,663.08,657.67,660.73
12-19-16,660.59,661.6,654.5,659.62
12-16-16,649.79,659.96,649.78,657.72
12-15-16,642.92999999999995,650.21,640.66999999999996,649.23
12-14-16,661.53,665.93,644.20000000000005,645.04999999999995
12-13-16,653.4,659.69,653.22,659.06
12-12-16,644.28,652.9,643.89,652.07000000000005
12-09-16,640.76,646.03,640.76,645.86
12-08-16,635.39,641.65,630.79,640.75
12-07-16,632.91999999999996,639.25,632.69000000000005,638.96
12-06-16,635.41,636.14,630.25,631.38
12-05-16,630.74,634.05999999999995,624.1,634.03
12-02-16,630.24,637.12,628.66999999999996,632.22
12-01-16,630.15,630.23,622.88,626.66
11-30-16,647.63,647.63,632.66999999999996,632.66999999999996
11-29-16,650.37,657.53,649.57000000000005,654.54
11-28-16,640.95000000000005,652.72,640.95000000000005,651.74
11-25-16,631.65,641.73,631.65,639.95000000000005
11-23-16,631.78,636.15,629.16999999999996,630.63
11-22-16,633.96,637.08000000000004,631,636.09
11-21-16,628.63,634.29,628.53,634.16999999999996
11-18-16,629.66,632.77,624.74,627.28
11-17-16,629.13,633.26,628.23,629.77
11-16-16,635.75,637.27,626.20000000000005,630.47
11-15-16,627.26,636.75,627.26,635.53
11-14-16,624.77,626.71,616.19000000000005,625.44000000000005
11-11-16,630.23,635.84,625,627.82000000000005
11-10-16,643,643,621.54,630.17999999999995
11-09-16,663.77,663.77,644.94000000000005,646.09
11-08-16,664.56,671.59,663.8,669.03
11-07-16,655.86,664.09,649.44000000000005,664.05
11-04-16,660.58,665.23,653.04,653.27
11-03-16,653.47,659.34,650.78,657.08
11-02-16,662.65,662.65,649.53,655.66
11-01-16,674.91,675.03,661.49,663.41
10-31-16,664.87,679.09,663.85,675.23
10-28-16,660.58,664.85,658.52,661.99
10-27-16,661.97,662.66,655.39,660.07
10-26-16,661.3,664.59,657.51,663.42
10-25-16,657.14,661.77,656.08,661.57
10-24-16,656.71,659.11,653.30999999999995,657.58
10-21-16,656.77,657.67,651.83000000000004,655
10-20-16,659.87,663.77,657.31,658.31
10-19-16,660.76,661.24,655.96,659.24
10-18-16,657.87,662.33,652.75,660.91
10-17-16,653.07000000000005,656.94,653.07000000000005,655.41
10-14-16,654.63,658.14,650.82000000000005,651.79
10-13-16,647.32000000000005,658.95,647.16,655.04999999999995
10-12-16,641.22,648.23,641.22,647.20000000000005
10-11-16,647.20000000000005,647.24,639.63,640.79
10-10-16,644.21,648.73,643.45000000000005,648.39
10-07-16,646.09,654.58000000000004,643.27,643.46
10-06-16,642.02,646.41,638.22,642.82000000000005
10-05-16,645.97,651.15,641.41999999999996,643.29
10-04-16,658.93,658.93,641.52,645.38
10-03-16,667.33,667.33,655.32000000000005,659.28
09-30-16,675.44,678.12,664.68,668.13
09-29-16,681.15,681.15,669.69,673.19
09-28-16,686.02,686.48,677.51,683.21
09-27-16,694.26,698.58,684.18,685.23
09-26-16,694.25,695.62,690.7,692.43
09-23-16,692.63,697.02,690.65,694.24
09-22-16,694.72,697.59,691.8,696.29
09-21-16,678.15,692.69,678.14,692.53
09-20-16,680.15,682.98,677.95,678.1
09-19-16,672.42,679.19,672.42,678.88
09-16-16,666.14,672.79,662.2,671.78
09-15-16,661.5,666.94,659.48,666.14
09-14-16,659.95,666.76,658.48,661.68
09-13-16,666.24,666.65,656.49,659
09-12-16,656,669.16,656,667.52
09-09-16,676.86,676.86,655.98,656.19
09-08-16,678.8,682.68,677.67,681.8
09-07-16,679.9,681.34,676.41,679.67
09-06-16,675.06,681.36,674.92,680.61
09-02-16,664.83,674.14,664.83,673.11
09-01-16,666.55,667.37,663.07,664.75
08-31-16,664.44,667.1,662.38,666.87
08-30-16,672.1,674.63,664.55,665.22
08-29-16,668.21,673.86,668.21,672.32
08-26-16,682.06,686.04,666.52,667.09
08-25-16,681.6,684.56,680.91,681.51
08-24-16,680.93,682.71,676.56,681.6
08-23-16,685.35,688.5,681.7,681.77
08-22-16,684.3,687.81,683.01,684.72
08-19-16,689.5,689.71,679.45,683.21
08-18-16,683.47,691.52,682.76,691.52
08-17-16,672.78,684.95,667.43,683.99
08-16-16,680.58,680.58,673.36,673.38
08-15-16,691.52,693.6,681.21,681.34
08-12-16,692.47,696.67,692.04,692.16
08-11-16,690.45,691.69,687.59,691.57
08-10-16,690.92,693.29,688.79,690.64
08-09-16,689.89,693.72,688.71,690.63
08-08-16,691.89,696.15,688.18,690.23
08-05-16,700.48,700.48,690.24,691.37
08-04-16,702.74,706.4,699.1,701.15
08-03-16,706.86,707.06,700.14,702.67
08-02-16,708.86,708.9,702.89,706.7
08-01-16,710.33,712.65,708.89,710.77
07-29-16,706.76,713.75,706.49,711.42
07-28-16,704.86,708.32,703.24,706.78
07-27-16,712.07,712.07,699.03,704.8
07-26-16,719.33,720,711.18,713.19
07-25-16,719.37,720.39,715.19,719.59
07-22-16,710.49,720.93,710.2,720.45
07-21-16,706.16,710.95,702.72,710.52
07-20-16,710.71,711.79,705.99,707.27
07-19-16,711.21,711.88,707.49,710.88
07-18-16,710.8,714.06,710.75,711.29
07-15-16,708.29,712.16,706.84,710.12
07-14-16,708.31,710.38,705.13,707.95
07-13-16,709.47,711.81,707.62,711.81
07-12-16,714.42,714.53,705.55,706.05
07-11-16,714.75,716.78,708.09,716.24
07-08-16,709.28,717.64,702.75,717.37
07-07-16,722.07,722.07,708.41,710.2
07-06-16,720.66,723.83,716.28,723.51
07-05-16,716.13,723.1,715.69,722.07
07-01-16,718.05,719.24,708.6,715.97
06-30-16,701.95,716.57,700.72,716.52
06-29-16,700.95,704.46,698.62,701.12
06-28-16,697.48,699.45,690.15,699.45
06-27-16,685.28,698.45,684.57,696.95
06-24-16,679.98,691.93,678.66,685.71
06-23-16,681.08,682.72,677.72,682.72
06-22-16,683.9,684.76,680.16,680.74
06-21-16,682.69,686.92,678.98,683.66
06-20-16,686.78,686.85,677.83,682.52
06-17-16,684.76,686.75,679.75,686.58
06-16-16,679.56,686.16,679.27,684.76
06-15-16,683.96,685.01,677.17,679.46
06-14-16,679.97,684,676.65,683.89
06-13-16,680.62,683.96,679.24,680.04
06-10-16,681.57,684.33,677.48,680.62
06-09-16,674.8,682.52,674.61,681.73
06-08-16,669.65,675.21,668.92,674.97
06-07-16,671.47,674.68,668.57,669.82
06-06-16,672.29,674.38,668.04,671.11
06-03-16,664.37,675.46,664.37,672.35
06-02-16,660.84,661.53,654.59,661.53
06-01-16,658.49,661.91,657.48,661.83
05-31-16,656.06,660.47,654.41,659.44
05-27-16,655.51,657.25,652.62,656.28
05-26-16,648.39,655.95,647.85,655.29
05-25-16,650.34,650.44000000000005,644.24,648.30999999999995
05-24-16,644.71,651.54999999999995,644.71,650.94000000000005
05-23-16,650.48,651.57000000000005,643.73,644.05999999999995
05-20-16,648.77,650.21,644.69000000000005,650.08000000000004
05-19-16,640.32000000000005,647.99,635.98,647.92999999999995
05-18-16,651.24,655.51,639.76,642.20000000000005
05-17-16,665.67,665.67,650.73,654.37
05-16-16,664.33,666.63,660.31,666.41
05-13-16,667.45,668.43,662.34,665.34
05-12-16,664.52,669.47,661.23,668.46
05-11-16,663.35,665.8,659.18,665.08
05-10-16,663.55,665.59,660.82,663.03
05-09-16,659.96,663.83,658.6,662.74
05-06-16,663.7,663.7,653.05999999999995,659.29
05-05-16,666.87,672.4,661.24,663.73
05-04-16,659.44,671.38,657.37,667.64
05-03-16,659.97,663.54,656.37,660.23
05-02-16,654.98,663.09,654.33000000000004,659.99
04-29-16,648.69000000000005,654.94000000000005,642.79,654.44000000000005
04-28-16,650.37,652.41999999999996,643.23,650.86
04-27-16,644.59,657.03,644.25,653.28
04-26-16,642.39,645.91999999999996,641.48,643.35
04-25-16,639.04999999999995,641.65,637.08000000000004,641.62
04-22-16,634.27,640.17999999999995,634.27,639.52
04-21-16,648.79,648.79,630.67999999999995,633.12
04-20-16,665.59,666.71,648.55999999999995,649.04999999999995
04-19-16,664.87,666.39,661.36,665.39
04-18-16,662.23,664.45,656.5,664.42
04-15-16,657.57,663.23,657.05,662.5
04-14-16,657.75,659.76,655.6,657.58
04-13-16,663.31,663.98,654.94000000000005,658.22
04-12-16,657.83,663.43,656.93,662.77
04-11-16,660.27,664.49,657.1,657.51
04-08-16,657.38,664.1,657.38,660.11
04-07-16,655.44,660.24,654.61,656.44
04-06-16,655.71,656.56,652.04999999999995,656.16
04-05-16,668.02,668.13,655.93,656.55
04-04-16,670.8,672.21,664.83,668.34
04-01-16,667.45,672.28,664.1,671.04
03-31-16,665.74,669.46,663.37,668.57
03-30-16,667.29,668.03,662.81,665.32
03-29-16,657.73,667.17,655.74,666.97
03-28-16,660.65,664.4,655.89,657.28
03-24-16,657.98,661.25,656.87,660.2
03-23-16,654.97,660.89,652.48,658.83
03-22-16,657.51,660.05,654.34,654.99
03-21-16,657.28,660.5,650.92999999999995,657.01
03-18-16,663.19,664.58,658.15,658.54
03-17-16,656.38,664.57,654.35,663.19
03-16-16,649.09,656.79,642.22,655.74
03-15-16,647.42999999999995,651.42999999999995,646.58000000000004,649.32000000000005
03-14-16,647.14,648.92999999999995,644.25,647.64
03-11-16,648.33000000000004,650.66,645.5,647.14
03-10-16,646.19000000000005,648.57000000000005,640.34,645.96
03-09-16,642.13,647.97,642.13,646
03-08-16,636.28,643.38,634.21,642.77
03-07-16,632.28,637.37,629.91,636.61
03-04-16,623.41999999999996,634.61,620.34,633.04999999999995
03-03-16,623.37,625.91,615.54,625.79
03-02-16,617.38,623.42999999999995,607.58000000000004,623.04999999999995
03-01-16,623.13,625.69000000000005,615.25,618.5
02-29-16,618.88,626.45000000000005,617.78,620.70000000000005
02-26-16,636.04999999999995,636.04999999999995,618.69000000000005,619.03
02-25-16,631.25,637.92999999999995,630.92999999999995,637.79999999999995
02-24-16,625.45000000000005,631.16999999999996,624.16,630.20000000000005
02-23-16,625.12,628.87,621.79,627.16999999999996
02-22-16,619.42999999999995,626.14,618.89,626.08000000000004
02-19-16,622.48,622.48,614.41,618.61
02-18-16,613.20000000000005,624.78,610.96,622.74
02-17-16,614.61,614.61,608.41,611.99
02-16-16,613.08000000000004,615.33000000000004,608.38,614.49
02-12-16,614.14,616.33000000000004,606.14,610.87
02-11-16,625.54,625.69000000000005,613.55999999999995,614.03
02-10-16,626.08000000000004,628.79999999999995,614.69000000000005,626.02
02-09-16,621.99,628.73,620.16999999999996,626.77
02-08-16,624.16,629.67999999999995,617.23,622.95000000000005
02-05-16,620.9,627.08000000000004,613.88,624.62
02-04-16,626.22,626.72,620.80999999999995,622.07000000000005
02-03-16,619.07000000000005,629.28,619.07000000000005,626.64
02-02-16,613.38,619.08000000000004,610.80999999999995,618.63
02-01-16,610.96,619,609.41999999999996,616.42999999999995
01-29-16,603.33000000000004,611.91,602.98,611.35
01-28-16,589.6,602.85,586.27,599.19000000000005
01-27-16,588.04,593.55999999999995,584.95000000000005,589.5
01-26-16,584.67999999999995,593.99,584.67999999999995,588.47
01-25-16,589.29999999999995,589.48,582.11,584.04
01-22-16,581.94000000000005,589.74,579.65,589.14
01-21-16,580,582.63,573.59,578.66
01-20-16,589.36,590.46,570.73,579.03
01-19-16,584.25,593.38,583.54999999999995,591.87
01-15-16,586.53,586.53,575.73,582.79
01-14-16,578.89,590.54999999999995,576.87,587.41999999999996
01-13-16,579.88,583.61,577.03,579.01
01-12-16,582.94000000000005,583.82000000000005,574.30999999999995,579.49
01-11-16,579.5,584.9,579.49,582.21
01-08-16,577.63,582.72,577.34,578.82000000000005
01-07-16,577.64,579.75,575.13,577.51
01-06-16,578.96,582.41999999999996,575.26,580.5
01-05-16,577.29999999999995,582.37,569.12,580.97
01-04-16,574.51,577.73,570.52,577.48
12-31-15,583.99,583.99,573.12,577.82000000000005
12-30-15,584.99,587,583.32000000000005,584.5
12-29-15,583.66999999999996,587.33000000000004,583.54,585.11
12-28-15,580.26,582.91999999999996,578.01,582.4
12-24-15,580.99,582.72,580.05999999999995,581.02
12-23-15,572.87,581.97,572.87,581.01
12-22-15,567.74,573.71,563.91,572.5
12-21-15,569.91,571.44000000000005,564.34,567.45000000000005
12-18-15,574.79,574.79,563.36,567.94000000000005
12-17-15,573.99,578.54,571.30999999999995,574.79
12-16-15,559.6,574.76,559.6,574.11
12-15-15,554.63,562.29,554.63,558.87
12-14-15,551.28,554.35,548.08000000000004,553.88
12-11-15,550.86,555.69000000000005,547.22,551.13
12-10-15,561.72,561.72,552.09,552.55999999999995
12-09-15,560.92999999999995,568.47,558.29,561.65
12-08-15,562.03,563.1,557.62,562.26
12-07-15,560.59,563.13,556.75,562.9
12-04-15,553.03,561.46,553.03,561.20000000000005
12-03-15,554.88,555.38,550.12,551.92999999999995
12-02-15,566.54999999999995,566.54999999999995,555.82000000000005,556.1
12-01-15,563.86,568.98,561.94000000000005,567.29999999999995
11-30-15,563.39,566.72,562.70000000000005,563.13
11-27-15,560.79,565.13,560.79,563.02
11-25-15,563.28,563.28,558.59,560.63
11-24-15,565.02,565.02,559.41,563.28
11-23-15,570.57000000000005,572.20000000000005,565.22,565.82000000000005
11-20-15,569.29,575.54,568.47,571.09
11-19-15,563.49,570.38,563.49,569.11
11-18-15,559.34,563.52,554.13,562.79999999999995
11-17-15,568.34,572.5,557.72,559.03
11-16-15,560.14,568.86,559.39,568.79999999999995
11-13-15,562.48,567.04,559.14,560.58000000000004
11-12-15,566.23,570.32000000000005,562.04999999999995,562.34
11-11-15,562.4,567.47,562.4,566.82000000000005
11-10-15,557.59,564.12,557.59,561.98
11-09-15,555.65,561.11,553.11,558.45000000000005
11-06-15,575.69000000000005,575.69000000000005,551.80999999999995,556.46
11-05-15,583.1,584.04999999999995,578.44000000000005,578.69000000000005
11-04-15,580.78,584.67999999999995,580.65,583.45000000000005
11-03-15,580.11,581.79999999999995,576.36,581.32000000000005
11-02-15,580.62,582.67999999999995,576.29999999999995,580.53
10-30-15,578.51,582.85,576.49,580.5
10-29-15,581.5,581.5,571.19000000000005,577.86
10-28-15,591,591.52,575.89,582.77
10-27-15,591.78,592.94000000000005,588.6,590.53
10-26-15,594.86,595.73,587.61,592.04999999999995
10-23-15,605.26,605.26,593.91999999999996,594.41
10-22-15,599.04,606.76,598.6,605.36
10-21-15,599.95000000000005,604.15,597.79999999999995,598.30999999999995
10-20-15,597.52,602.41,595.82000000000005,599.39
10-19-15,596.88,598.09,591.11,597.97
10-16-15,596.04,600.26,594.58000000000004,596.98
10-15-15,587.99,596.88,586.15,596.04
10-14-15,587.41999999999996,591.24,585.88,587.05999999999995
10-13-15,588.55999999999995,589.9,586.16,587.29999999999995
10-12-15,583.55999999999995,591.75,583.55999999999995,588.63
10-09-15,585.87,586.6,581.28,583.36
10-08-15,578.35,586.80999999999995,576.38,585.88
10-07-15,580.62,582.58000000000004,577.78,578.69000000000005
10-06-15,585.21,585.21,577.74,580.54
10-05-15,577.78,586.23,577.21,585.37
10-02-15,570.79999999999995,577.33000000000004,569.03,577.25
10-01-15,576.83000000000004,577.96,565.74,569.59
09-30-15,567.79999999999995,577.27,567.79999999999995,576.83000000000004
09-29-15,567.39,570.32000000000005,564.72,567.42999999999995
09-28-15,572.36,574.55999999999995,566.44000000000005,567.36
09-25-15,567.22,577.70000000000005,566.01,572.36
09-24-15,561.96,567.79,559.9,566.80999999999995
09-23-15,560.66999999999996,563.88,559.48,562.39
09-22-15,565.52,567.61,559.54,560.80999999999995
09-21-15,565.07000000000005,570.53,565.07000000000005,567.69000000000005
09-18-15,567.72,571.34,564.04,564.99
09-17-15,560.01,575.01,558.98,567.72
09-16-15,553.71,561.54,553.71,560.12
09-15-15,551.34,554.66,547.83000000000004,553.74
09-14-15,549.46,554.49,549.33000000000004,551.21
09-11-15,544.70000000000005,549.66,541.62,549.46
09-10-15,546.04999999999995,550.65,543.29,544.89
09-09-15,554.25,556.38,545.16999999999996,546.03
09-08-15,543.35,553.42999999999995,543.35,553.37
09-04-15,547.82000000000005,547.82000000000005,539.96,541.97
09-03-15,548.04,552.88,547.49,550.24
09-02-15,547.80999999999995,551.67999999999995,542.49,547.29
09-01-15,561.19000000000005,561.19000000000005,543.58000000000004,546.94000000000005
08-31-15,571.67999999999995,571.67999999999995,557.6,562.02
08-28-15,573.74,574.37,564.5,572.21
08-27-15,566.69000000000005,573.92999999999995,566.12,573.76
08-26-15,557.16999999999996,567.98,555.46,566.58000000000004
08-25-15,574.96,583.62,556.94000000000005,557.16999999999996
08-24-15,597.65,597.65,570.49,573.22
08-21-15,604.04,604.58000000000004,596.72,597.65
08-20-15,606.13,610.91999999999996,602.54999999999995,604.04
08-19-15,605.23,609.74,600.85,607.91999999999996
08-18-15,606.42999999999995,606.42999999999995,602.61,605.27
08-17-15,604.28,609.20000000000005,602.92999999999995,606.72
08-14-15,599.61,604.42999999999995,596.33000000000004,604.29
08-13-15,598.51,601.47,592.35,599.74
08-12-15,589.04,600.1,587.69000000000005,599.14
08-11-15,587.92999999999995,594.74,585.58000000000004,590.08000000000004
08-10-15,590.54999999999995,593.16999999999996,586.64,587.59
08-07-15,582.94000000000005,592.45000000000005,579.49,590.45000000000005
08-06-15,580.97,583.26,574.76,583.01
08-05-15,579.72,584.65,579.07000000000005,580.97
08-04-15,587.65,587.65,578.48,579.37
08-03-15,583.99,591.34,583.99,587.77
07-31-15,580.54,588.67999999999995,580.54,583.94000000000005
07-30-15,575.20000000000005,580.35,572.15,578.88
07-29-15,573.04,575.59,569.16999999999996,575.20000000000005
07-28-15,570.70000000000005,573.53,568.74,573.29999999999995
07-27-15,562.73,573.1,562.73,570.87
07-24-15,562.19000000000005,564.6,560.35,562.74
07-23-15,570.70000000000005,570.70000000000005,559.1,562.16
07-22-15,567.72,573.23,567.67999999999995,570.70000000000005
07-21-15,573.02,573.02,565.5,567.64
07-20-15,575.26,575.26,570.11,573.16999999999996
07-17-15,581.20000000000005,581.20000000000005,575.33000000000004,575.41999999999996
07-16-15,573.66,582.26,573.63,581.55999999999995
07-15-15,570.29,573.22,567.07000000000005,573.15
07-14-15,571.05999999999995,574.23,568.54999999999995,570.17999999999995
07-13-15,570.96,574.69000000000005,567.64,570.87
07-10-15,568.07000000000005,575.04,566.28,570.96
07-09-15,574.42999999999995,577.36,566.11,567.91999999999996
07-08-15,575.97,578.54,573.37,574.26
07-07-15,563.33000000000004,579.49,563.33000000000004,576.72
07-06-15,561.13,564.16999999999996,558,562.83000000000004
07-02-15,554.47,562.34,554.47,561.13
07-01-15,550.66999999999996,553.65,549.66,553.58000000000004
06-30-15,552.41,553.84,548.91,550.32000000000005
06-29-15,555.42999999999995,561.13,551.94000000000005,552.16999999999996
06-26-15,552,555.79999999999995,549.30999999999995,555.12
06-25-15,556.66,557.71,552.57000000000005,552.57000000000005
06-24-15,561.22,562.77,555.89,556.20000000000005
06-23-15,568.96,568.96,560.45000000000005,561.07000000000005
06-22-15,570.70000000000005,572.04999999999995,567.79999999999995,568.91999999999996
06-19-15,575.46,576.39,569.64,569.67999999999995
06-18-15,567.22,576.49,567.22,575.46
06-17-15,561.17999999999995,567.82000000000005,561.17999999999995,567.05999999999995
06-16-15,559.37,561.54,556.63,561.30999999999995
06-15-15,560.53,561.79999999999995,556.98,559.37
06-12-15,565.53,565.53,560.42999999999995,560.53
06-11-15,563.14,567.04999999999995,563.08000000000004,565.53
06-10-15,559.76,565.87,559.76,561.9
06-09-15,560.55999999999995,562.41,559.29999999999995,559.76
06-08-15,562.89,563.71,560.1,560.66999999999996
06-05-15,568.72,568.72,561.48,562.95000000000005
06-04-15,571.19000000000005,574.19000000000005,569.33000000000004,570.4
06-03-15,579.79999999999995,580.03,568.23,571.44000000000005
06-02-15,587.49,587.49,576.42999999999995,580.12
06-01-15,587.15,591.41999999999996,586.04999999999995,587.95000000000005
05-29-15,587.86,589.59,584.76,586.98
05-28-15,586.20000000000005,588.89,584.07000000000005,587.75
05-27-15,584.41,587.26,583.14,586.21
05-26-15,588.11,588.11,580.80999999999995,584.39
05-22-15,589.02,589.88,585.01,588.13
05-21-15,589.28,591.35,586.73,589.22
05-20-15,588.45000000000005,593.34,587.48,589.28
05-19-15,587.30999999999995,589.84,583.24,588.49
05-18-15,585.23,588.77,582.85,587.48
05-15-15,579.19000000000005,587.05999999999995,579.13,585.74
05-14-15,572.62,579.9,572.62,579.01
05-13-15,577.95000000000005,581.42999999999995,570.41999999999996,572.54999999999995
05-12-15,579.55999999999995,579.55999999999995,573.42999999999995,578.04999999999995
05-11-15,583.64,588.41,579.29,580.30999999999995
