Date,Value
07-31-17,5.6
06-30-17,5.5
05-31-17,5.9
04-30-17,6
03-31-17,6.4
02-28-17,6.3
01-31-17,6.6
12-31-16,7.1
11-30-16,7.3
10-31-16,7.6
09-30-16,7.3
08-31-16,7.2
07-31-16,7
06-30-16,7
05-31-16,6.8
04-30-16,6.5
03-31-16,6.2
02-29-16,5.8
01-31-16,6.2
12-31-15,5.7
11-30-15,5.9
10-31-15,5.3
09-30-15,5.7
08-31-15,5.6
07-31-15,5.5
06-30-15,5.6
05-31-15,5.7
04-30-15,6
03-31-15,6.2
02-28-15,6.5
01-31-15,6.1
12-31-14,5.9
11-30-14,5.9
10-31-14,5.6
09-30-14,6.1
08-31-14,6.3
07-31-14,6.6
06-30-14,6.6
05-31-14,6.6
04-30-14,6.3
03-31-14,6.1
02-28-14,6.4
01-31-14,5.6
12-31-13,5.4
11-30-13,6.1
10-31-13,6.7
09-30-13,6.3
08-31-13,6.6
07-31-13,6.8
06-30-13,7
05-31-13,7.2
04-30-13,7.1
03-31-13,7.3
02-28-13,7.1
01-31-13,7.6
12-31-12,8.1999999999999993
11-30-12,7.4
10-31-12,7.3
09-30-12,7
08-31-12,6.4
07-31-12,8
06-30-12,9.5
05-31-12,9.6999999999999993
04-30-12,10
03-31-12,10.1
02-29-12,10.1
01-31-12,10.3
12-31-11,9.8000000000000007
11-30-11,9.8000000000000007
10-31-11,9.6
09-30-11,9.9
08-31-11,10
07-31-11,8.1
06-30-11,6.1
05-31-11,5.3
04-30-11,5.4
03-31-11,5
02-28-11,4.4000000000000004
01-31-11,4.5
12-31-10,3.6
11-30-10,3.2
10-31-10,3.3
09-30-10,3.1
08-31-10,2.7
07-31-10,2.1
06-30-10,2
05-31-10,1.9
04-30-10,1.9
03-31-10,1.6
02-28-10,2.5
01-31-10,2.2000000000000002
12-31-09,3.7
11-30-09,6.1
10-31-09,6.4
09-30-09,7.5
08-31-09,8.4
07-31-09,8.6
06-30-09,9.1999999999999993
05-31-09,9.4
04-30-09,8.8000000000000007
03-31-09,9.4
02-28-09,9.4
01-31-09,10.3
12-31-08,9.6999999999999993
11-30-08,7.8
10-31-08,7.5
09-30-08,6.2
08-31-08,5.5
07-31-08,6.4
06-30-08,6.2
05-31-08,6.5
04-30-08,6.5
03-31-08,7
02-29-08,6.6
01-31-08,5.6
12-31-07,5.7
11-30-07,5.9
10-31-07,6.1
09-30-07,6.6
08-31-07,6.8
07-31-07,6.2
06-30-07,6.4
05-31-07,6.5
04-30-07,6.4
03-31-07,5.8
02-28-07,5.6
01-31-07,5.8
12-31-06,5.9
11-30-06,5.6
10-31-06,5.3
09-30-06,5.0999999999999996
08-31-06,5.3
07-31-06,5.3
06-30-06,5.2
05-31-06,5.2
04-30-06,5.4
03-31-06,5
02-28-06,4.9000000000000004
01-31-06,4.7
12-31-05,4.0999999999999996
11-30-05,4
10-31-05,4.0999999999999996
09-30-05,4.0999999999999996
08-31-05,4.0999999999999996
07-31-05,4
06-30-05,3.7
05-31-05,3.3
04-30-05,4.3
03-31-05,4.7
02-28-05,5.2
01-31-05,5.8
12-31-04,5.8
11-30-04,5.4
10-31-04,5.0999999999999996
09-30-04,4.4000000000000004
08-31-04,3.4
07-31-04,3.9
06-30-04,4.5
05-31-04,5.2
04-30-04,4.9000000000000004
03-31-04,4.9000000000000004
02-29-04,4.7
01-31-04,4.7
12-31-03,5.0999999999999996
11-30-03,5.5
10-31-03,6.4
09-30-03,7.4
08-31-03,8.4
07-31-03,8.1
06-30-03,8.1
05-31-03,7.9
04-30-03,7.3
03-31-03,6.6
02-28-03,6.5
01-31-03,6.4
12-31-02,6.2
11-30-02,6.9
10-31-02,6.8
09-30-02,5.7
08-31-02,7.5
07-31-02,7.4
06-30-02,7.2
05-31-02,7.5
04-30-02,7
03-31-02,8.3000000000000007
02-28-02,9.3000000000000007
01-31-02,9.6
12-31-01,10.3
11-30-01,10.199999999999999
10-31-01,9.5
09-30-01,10.199999999999999
08-31-01,8.6999999999999993
07-31-01,8.6
06-30-01,8.4
05-31-01,7.9
04-30-01,7.7
03-31-01,7.6
02-28-01,7.1
01-31-01,6.6
12-31-00,6.2
11-30-00,5.9
10-31-00,6.1
09-30-00,6.3
08-31-00,5.9
07-31-00,5.6
06-30-00,5.9
05-31-00,6
04-30-00,6.8
03-31-00,6.3
02-29-00,5.7
01-31-00,6
12-31-99,6
11-30-99,6
10-31-99,6.6
09-30-99,7
08-31-99,7.6
07-31-99,7.8
06-30-99,7.7
05-31-99,7.7
04-30-99,7.7
03-31-99,7.7
02-28-99,8.1999999999999993
01-31-99,8.5
